,Titre,Prix,Date annonce,Étage,Surface habitable,Salons,Secteur,Latitude,Longitude,Âge du bien_1-5 ans,Âge du bien_11-20 ans,Âge du bien_21+ ans,Âge du bien_6-10 ans,Âge du bien_Neuf,month
5097,appartement rez de chaussée commerciale,600000.0,2022-05-31,0,70,1,Hay Dakhla,32.8929747,-6.9088002,0,0,0,1,0,5
5098,65m2 Al Fadl Marrakech ,420000.0,2022-05-31,3,65,1,Fassi,11.4363,8.64388,0,1,0,0,0,5
5099,Appartement en Vente à 50 m du Bd de la corniche,1900000.0,2022-05-31,5,110,1,Bourgogne,47.27808725,4.222486304306048,0,0,0,1,0,5
5100,شقة ,600000.0,2022-05-31,3,88,1,Ville Nouvelle,46.5375248,0.0820166,0,0,0,1,0,5
5101,Appartement en Vente à Casablanca,660000.0,2022-05-31,2,70,1,Sidi Maarouf,36.6400065,6.2741706,0,1,0,0,0,5
5102,شقة للبيع,320000.0,2022-05-31,2,51,1,Abouab Sala,33.9267824,-6.9291602,0,0,0,1,0,5
5103,apparemment libre à vendre ,365000.0,2022-05-31,1,54,1,Bir Rami,34.2474668,-6.6022329,1,0,0,0,0,5
5104,appartement a hey asalam,360000.0,2022-05-31,2,60,1,Hay Essalam,35.0160831,-2.3455481,0,1,0,0,0,5
5105,appartement La perle bleu,2590000.0,2022-05-31,1,116,1,Malabata,43.9639253,4.8584904,1,0,0,0,0,5
5106,Appartement a Mohammedia,930000.0,2022-05-31,2,91,1,Rachidia,33.6861474,-7.3819358,0,1,0,0,0,5
5107,Appartement en Vente à Salé,390000.0,2022-05-31,3,54,1,Sala el Jadida,33.9990238,-6.7428594,0,1,0,0,0,5
5108,Appartement en Vente à Casablanca Bourgogne,1100000.0,2022-05-31,6,89,2,Bourgogne,47.27808725,4.222486304306048,0,1,0,0,0,5
5109,appartement à vendre ,500000.0,2022-05-31,4,98,2,Jawhara,36.7786226,10.220124577267905,0,0,1,0,0,5
5110,Appartement en Vente au Palmier,2200000.0,2022-05-31,3,144,2,Palmier,36.9077343,10.300478693698553,0,1,0,0,0,5
5111,Appart. 2 façades à Oulfa près d école la Joconde,860000.0,2022-05-31,2,100,1,Oulfa,33.5512214,-7.6843485,0,0,0,1,0,5
5112,Appartement en Vente à Casablanca,690000.0,2022-05-31,3,80,1,Sidi Othmane,33.5570072,-7.5603844,0,0,0,1,0,5
5113,Appartement meublé ,1200000.0,2022-05-31,3,130,2,Marjane 2,35.1223661,-2.9259893,0,0,0,0,1,5
5114,Appartement de 119m au 2ème étage ,1200000.0,2022-05-31,2,119,2,Aïn Sebaâ,33.6059943,-7.5387936,0,0,0,0,1,5
5115,شقه للبيع ,430000.0,2022-05-31,3,78,1,Taïbia,23.7682963,90.3604972,0,0,0,1,0,5
5116,App a AIDA VILLAGE,820000.0,2022-05-31,3,92,1,Aida,0.0897599,6.5970377,0,0,0,1,0,5
5117,Appartement à Tanger,670000.0,2022-05-31,1,82,2,Mesnana,35.7564316,-5.858300021901263,0,1,0,0,0,5
5118,studio en vente mer sultan,490000.0,2022-05-31,1,45,1,Mers Sultan,33.5757681,-7.5999288,0,0,1,0,0,5
5119,appartement à vendre à chaimae sidi maarouf ,530000.0,2022-05-31,3,54,1,Sidi Maarouf,36.6400065,6.2741706,0,1,0,0,0,5
5120,Appartement en Vente à Casablanca,530000.0,2022-05-31,3,54,1,Sidi Maarouf,36.6400065,6.2741706,0,1,0,0,0,5
5121,Bel Appartement en Vente à Casablanca Sidi-Maarouf,630000.0,2022-05-31,1,54,1,Sidi Maarouf,36.6400065,6.2741706,0,0,0,1,0,5
5122,appartement ,1400000.0,2022-05-31,5,50,1,Ben Souda,34.0068845,-5.067669233770365,0,1,0,0,0,5
5123,bel appartement à vendre,1200000.0,2022-05-31,1,110,1,Bettana,34.02045565,-6.791400626157115,0,0,0,1,0,5
5124,satdio moderne Azdihar 56 mlion,560000.0,2022-05-31,2,63,1,Hay Izdihar,33.9811039,-6.8845328,0,0,0,1,0,5
5125,شقة للبع طنجة إقامة الزموري 1 مرجان طريق الرباط ,500000.0,2022-05-31,4,76,1,Ahlane,34.24722,-6.6585804,0,1,0,0,0,5
5126,Appartement à Temara,900000.0,2022-05-31,3,83,2,Wifak,33.8947254,-5.579994,0,1,0,0,0,5
5127,Appartement à Dyar Marrakech ,390000.0,2022-05-31,4,52,1,Es Saada,36.79934005,10.14921065189649,0,0,0,0,1,5
5128,Appart en Vente à Salé. lotissement des finances,440000.0,2022-05-31,0,57,1,El Qaria,33.1284472,35.3888316,0,1,0,0,0,5
5129,Appartement en Vente à Casablanca SAROUTE,300000.0,2022-05-31,2,115,1,Aïn Borja,33.586778,-7.5911737,0,0,1,0,0,5
5130,appartement à vendre,280000.0,2022-05-31,3,58,1,Hay Al Kamal,34.6585243,-1.903724,0,1,0,0,0,5
5131,شقة رائعة للبيع ,380000.0,2022-05-31,4,57,1,Targa,-41.31128,147.36773,0,1,0,0,0,5
5132,شقة جميلة للبيع بملك الشيخ,900000.0,2022-05-31,2,110,2,Al Kodia,35.1181889,-3.3332482,1,0,0,0,0,5
5133,Très belle appartement bien situé ,1200000.0,2022-05-31,3,99,1,Wifak,33.8947254,-5.579994,0,0,0,1,0,5
5134,Appartement à vendre Ain Diab,2250000.0,2022-05-31,1,133,1,Aïn Diab,33.5888533,-7.6740072,0,0,0,1,0,5
5135,appartement à vendre,1200000.0,2022-05-31,1,110,1,Bettana,34.02045565,-6.791400626157115,0,0,0,1,0,5
5136,منزل بحي بدريون,370000.0,2022-05-31,2,50,1,Aviation,9.5810825,-13.6207163,1,0,0,0,0,5
5137,شقة بالطابق الاول 64 متر العرفان 2 ,320000.0,2022-05-31,1,64,1,Aida,0.0897599,6.5970377,0,0,0,1,0,5
5138,Magnifique appartement à vendre sur 2MARS ,1620000.0,2022-05-31,3,108,2,2 Mars,36.83747145,10.101498375786042,1,0,0,0,0,5
5139,Appartement a Tanger,600000.0,2022-05-31,1,100,2,Ben Dibane,37.6408227,22.7292805,0,0,0,1,0,5
5140,Appartement de 98 m2 Mabrouka,780000.0,2022-05-31,3,98,2,Mabrouka,14.9208624,33.4502341,0,0,0,0,1,5
5141,Appartement en Vente à Casablanca,800000.0,2022-05-31,4,113,2,Ben M'sick,33.5542611,-7.5813658,0,1,0,0,0,5
5142,appartement a vendre ,340000.0,2022-05-31,4,60,1,Ouled Oujih,34.2595543,-6.6218953,0,0,0,1,0,5
5143,مصلوحة و مشمشة,375000.0,2022-05-31,2,54,1,Lissasfa,33.5314545,-7.6724261,0,0,0,1,0,5
5144,شقة 75 متر إقامة المنزه,560000.0,2022-05-31,3,75,1,Hay Moulay Rachid,33.5599758,-7.550001,0,0,0,1,0,5
5145,Appartement à Marrakech,270000.0,2022-05-31,2,54,1,Es Saada,36.79934005,10.14921065189649,0,0,0,0,1,5
5146,appartement bd anfa,940000.0,2022-05-31,1,64,1,Anfa,33.5926317,-7.6721766,0,0,0,1,0,5
5147,appt Doha,350000.0,2022-05-31,2,60,1,Centre Ville,48.9089508,2.2909920324748017,1,0,0,0,0,5
5148,Jolie apparte a hay Ryad jnnane souissi,3100000.0,2022-05-31,1,180,2,Hay Riad,34.9243469,-2.3059319,0,0,0,0,1,5
5149,Appartement à Marrakech,350000.0,2022-05-31,3,54,1,Daoudiate,31.6539419,-7.993877862540515,0,0,0,1,0,5
5150,Luxueux Appartement 3 chambres à la vente ,2450000.0,2022-05-31,1,110,1,Beauséjour,50.0619312,-96.5140821,0,0,0,0,1,5
5151,Joli Appart Neuf de 124m² à Résidence Mountazeh ,1850000.0,2022-05-31,1,124,1,Hay el Fath,33.83343285,-7.058241834997598,0,0,0,0,1,5
5152,Appartement en Vente à Marrakech,1100000.0,2022-05-31,2,128,1,Guéliz,31.6321881,-8.0108135,0,1,0,0,0,5
5153,Apparte hay Ryad 180M²,3300000.0,2022-05-31,4,180,2,Hay Nahda,34.6797686,-1.9500751,0,1,0,0,0,5
5154,Vente Appartement Haut standing Casablanca,1150000.0,2022-05-31,2,98,2,Aïn Sebaâ,33.6059943,-7.5387936,1,0,0,0,0,5
5155,Appartement en Vente à Casablanca,730000.0,2022-05-31,3,67,1,Casablanca Finance City,33.55517475,-7.662741607561236,0,1,0,0,0,5
5156,appartement à vendre Hay houda agadir ,1100000.0,2022-05-31,2,110,2,El Houda,30.3992428,-9.5374739,1,0,0,0,0,5
5157,Appartement 116 m2 a vendre a 490000,490000.0,2022-05-31,3,116,1,Narjis,30.36714945,-9.521811965004554,0,0,0,1,0,5
5158,شقة في الطابق الأول,600000.0,2022-05-31,1,67,1,Hay Mohammadi,33.5841444,-7.5569559,0,0,1,0,0,5
5159,Appartement en Vente à Marrakech,360000.0,2022-05-31,2,10,1,M'Hamid,29.825359,-5.721689,1,0,0,0,0,5
5160,Appartement en Vente à Casablanca,420000.0,2022-05-31,2,57,1,Lissasfa,33.5314545,-7.6724261,0,0,0,1,0,5
5161,Appartement en Vente à Casablanca,580000.0,2022-05-31,3,73,2,Sidi Moumen,33.5843834,-7.5072051,0,1,0,0,0,5
5162,Aprt de 70 m² avec place au parking ,450000.0,2022-05-31,0,70,1,Sidi Bernoussi,33.6190686,-7.5003234,0,0,0,1,0,5
5163,شقة رائعة للبيع,285000.0,2022-05-31,2,54,1,Lissasfa,33.5314545,-7.6724261,0,0,0,1,0,5
5164,Appartement à Temara,1150000.0,2022-05-31,3,96,2,Wifak,33.8947254,-5.579994,0,0,0,1,0,5
5165,chique appartement á vendre,880000.0,2022-05-31,2,42,1,Oasis,33.465863,-116.0988922,0,0,0,0,1,5
5166,Appartement en Vente à Casablanca,590000.0,2022-05-31,4,77,1,Sidi Bernoussi,33.6190686,-7.5003234,1,0,0,0,0,5
5167,شقة بفاس,270000.0,2022-05-31,2,98,2,Zouagha,36.6575,9.074679115595616,0,0,0,1,0,5
5168,Appartement R 2 avec garçonnière et terasse ,700000.0,2022-05-31,2,84,1,Narjiss,30.3673524,-9.5219426,1,0,0,0,0,5
5169,Appartement en Vente à Casablanca,1100000.0,2022-05-31,2,83,1,Centre Ville,48.9089508,2.2909920324748017,0,0,0,1,0,5
5170,Appartement 162m2 à Emile Zola,1750000.0,2022-05-31,5,162,3,Belvédère,44.0152334,7.3198676,0,0,1,0,0,5
5171,Appartement à Casablanca,345000.0,2022-05-31,2,63,1,Sidi Moumen,33.5843834,-7.5072051,0,0,1,0,0,5
5172,3piece,538000.0,2022-05-31,3,68,1,Marjane 2,35.1223661,-2.9259893,0,1,0,0,0,5
5173,Appt à vendre wifaq Temara ,900000.0,2022-05-31,2,85,2,Wifak,33.8947254,-5.579994,0,0,0,1,0,5
5174,Appartement en Vente à Fès,830000.0,2022-05-31,1,175,2,Agdal,33.9983119,-6.8542908,0,1,0,0,0,5
5175,Appartement a Kénitra,710000.0,2022-05-31,1,91,2,La Ville Haute,34.2609146,-6.5902809,1,0,0,0,0,5
5176,Appartement en Vente à Casablanca,300000.0,2022-05-31,4,57,1,Sidi Bernoussi,33.6190686,-7.5003234,0,0,0,1,0,5
5177,منزل ,240000.0,2022-05-31,1,90,1,Zouagha,36.6575,9.074679115595616,0,1,0,0,0,5
5178,appartement à vendre,800000.0,2022-05-31,3,84,2,Tabriquet,34.0426095,-6.8071038,0,1,0,0,0,5
5179,Appartement à Casablanca,799800.0,2022-05-31,0,86,2,Oulfa,33.5512214,-7.6843485,0,0,0,0,1,5
5180,vente appartement ,620000.0,2022-05-31,1,84,1,Hay Chmaou,34.0665274,-6.8007033,0,1,0,0,0,5
5181,شقة للبيع في عين السبع,560000.0,2022-05-31,2,65,1,Aïn Sebaâ,33.6059943,-7.5387936,0,0,1,0,0,5
5182,Vend ,720000.0,2022-05-31,4,84,2,Aïn Borja,33.586778,-7.5911737,0,1,0,0,0,5
5183,Appartement à vendre submanagement,650000.0,2022-05-31,1,120,1,Agdal,33.9983119,-6.8542908,0,1,0,0,0,5
5184,appartement meublé à sidi bouzid,820000.0,2022-05-31,1,80,1,Centre,47.5490251,1.7324062,1,0,0,0,0,5
5185,شقة للبيع بالطابق السفلي,800000.0,2022-05-31,1,50,3,Aïn Chock,33.5362148,-7.6156977,0,0,1,0,0,5
5186,Appartement en Vente à Marrakech,980000.0,2022-05-31,2,122,1,Mabrouka,14.9208624,33.4502341,0,0,0,0,1,5
5187,شقة للبيع بالدار البيضاء الولفة الزبير ,440000.0,2022-05-31,2,57,1,Oulfa,33.5512214,-7.6843485,1,0,0,0,0,5
5188,Appartement à oulfa,320000.0,2022-05-31,3,53,1,Oulfa,33.5512214,-7.6843485,0,0,0,1,0,5
5189,Appartement à Casablanca,420000.0,2022-05-31,2,67,1,Oulfa,33.5512214,-7.6843485,1,0,0,0,0,5
5190,Appartement de 2 chambres Vente,1150000.0,2022-05-31,4,104,2,Mers Sultan,33.5757681,-7.5999288,0,1,0,0,0,5
5191,apparemment à vendre,250000.0,2022-05-31,1,73,1,Ben Mohammed,34.8991073,4.4297754,0,0,0,0,1,5
5192,شقة قريبة للمدارس,580000.0,2022-05-31,3,80,1,Khabazat,34.2646071,-6.565231,1,0,0,0,0,5
5193,Studio à vendre centre centre ville,930000.0,2022-05-31,3,61,1,Centre Ville,48.9089508,2.2909920324748017,0,0,0,1,0,5
5194,Appartement en Vente à Fès,900000.0,2022-05-31,4,130,2,Centre,47.5490251,1.7324062,0,1,0,0,0,5
5195,Appartement très proche de la gare,845000.0,2022-05-31,2,111,2,Maamora,36.0331234,3.5514666,0,0,1,0,0,5
5196,Appartement en Vente à Tanger,1050000.0,2022-05-31,4,71,1,Mesnana,35.7564316,-5.858300021901263,1,0,0,0,0,5
5197,Appartement en Vente à Rabat,1070000.0,2022-05-31,1,107,1,Quartier de l'Océan,50.8402655,4.3430116,0,0,1,0,0,5
5198,APPARTEMENT avec Ascenseur ,260000.0,2022-05-31,3,60,1,Route de Sefrou,34.0212182,-4.9879182,1,0,0,0,0,5
5199,Appartement à Temara,520000.0,2022-05-31,4,64,1,Maghreb Arabi,34.7380192,10.5235127,0,0,0,1,0,5
5200,Appartement spacieux ,480000.0,2022-05-31,1,86,1,Route de Meknes,34.0389073,-5.0242838,1,0,0,0,0,5
5201,Appartement en Vente à Salé,900000.0,2022-05-31,1,1,1,Hay Chmaou,34.0665274,-6.8007033,0,1,0,0,0,5
5202,Appartement en Vente à Casablanca,610000.0,2022-05-31,4,62,1,Hay Mohammadi,33.5841444,-7.5569559,1,0,0,0,0,5
5203,Appartement en Vente à Salé,400000.0,2022-05-31,1,60,1,Tabriquet,34.0426095,-6.8071038,1,0,0,0,0,5
5204,apartement a hay lahbabi,340000.0,2022-05-31,0,69,1,Agdal,33.9983119,-6.8542908,0,0,0,1,0,5
5205,Appartement en Vente à Casablanca,320000.0,2022-05-31,3,51,1,Oulfa,33.5512214,-7.6843485,1,0,0,0,0,5
5206,appartement,420000.0,2022-05-31,2,66,1,Hay Rahma,34.0567719,-6.7960569,0,0,0,1,0,5
5207,Appartement en Vente à Agadir,600000.0,2022-05-31,1,70,1,Hay Salam,33.8940706,-5.5816543,0,1,0,0,0,5
5208,الدار البيضاء، سيدي مومن، حي أكدال، ,910000.0,2022-05-31,3,122,1,Sidi Moumen,33.5843834,-7.5072051,1,0,0,0,0,5
5209,appartement ,1250000.0,2022-05-31,2,180,2,Val Fleury,-22.120361,166.4317837,0,0,0,1,0,5
5210,Appartement en Vente à Marrakech,250000.0,2022-05-31,2,52,1,Hay Targa,33.0042215,-7.6291385,0,0,0,0,1,5
5211,App 141m à côté de Jamaa Echaabi.,940000.0,2022-05-31,5,131,1,La Ville Haute,34.2609146,-6.5902809,0,1,0,0,0,5
5212,Appartement bien orienté,586000.0,2022-05-31,1,78,1,Bir Rami,34.2474668,-6.6022329,0,0,0,0,1,5
5213,apt en vente à rabat,800000.0,2022-05-31,4,90,1,Quartier de l'Océan,50.8402655,4.3430116,0,0,1,0,0,5
5214,Appt biranzarran Sup131m 2 ch possibilite de 3 ch,1580000.0,2022-05-31,4,131,2,Maarif,35.3750725,4.2721827,0,0,0,1,0,5
5215,Belle Apartemant ,420000.0,2022-05-31,3,63,1,Bir Rami,34.2474668,-6.6022329,0,0,0,0,1,5
5216,Appartement en Vente à Tanger,350000.0,2022-05-31,2,50,1,Mesnana,35.7564316,-5.858300021901263,0,0,0,1,0,5
5217,appartement à vendre,1440000.0,2022-05-31,1,90,1,M'nar,35.8165259,-5.7476463,1,0,0,0,0,5
5218,Appartement en Vente à Casablanca,420000.0,2022-05-31,4,56,1,Hay Hassani,33.5670464,-7.6784886,0,1,0,0,0,5
5219,شقة للبيع في المحاميد10,230000.0,2022-05-31,2,60,1,M'Hamid,29.825359,-5.721689,1,0,0,0,0,5
5220,Appartement en Vente à La Gironde ,790000.0,2022-05-31,4,74,1,La Gironde,47.2583094,4.7188944,0,1,0,0,0,5
5221,Appartement de deux facade a vendre a bon prix ,550000.0,2022-05-31,4,95,1,Hay Hassani,33.5670464,-7.6784886,1,0,0,0,0,5
5222,Bel Appartement en vente à la ville haute KENITRA,990000.0,2022-05-31,1,137,2,La Ville Haute,34.2609146,-6.5902809,1,0,0,0,0,5
5223,Appartement de qualité hamria,860000.0,2022-05-31,2,145,2,Hamria,32.7673988,35.1682,0,0,0,1,0,5
5224,Appartement 2 mars 105m²,1500000.0,2022-05-31,1,105,2,2 Mars,36.83747145,10.101498375786042,0,1,0,0,0,5
5225,Appartement en Vente à Sid el Abed - Témara,1450000.0,2022-05-31,0,100,2,Harhoura,33.914435,-6.9702597,0,0,0,1,0,5
5226,appartement ,300000.0,2022-05-31,1,95,1,Jnan El ward,34.0543407,-4.9532305,1,0,0,0,0,5
5227,شقة رائعة للبيع ,940000.0,2022-05-31,4,92,1,Quartier de l'Océan,50.8402655,4.3430116,0,1,0,0,0,5
5228,premium village ,900000.0,2022-05-31,3,74,1,Amerchich,31.6695899,-8.0044112,0,0,0,0,1,5
5229,Appartement en Vente à Casablanca,880000.0,2022-05-31,1,84,1,Lissasfa,33.5314545,-7.6724261,1,0,0,0,0,5
5230,appartement,1000000.0,2022-05-31,2,96,1,Sala el Jadida,33.9990238,-6.7428594,0,0,1,0,0,5
5231,appartement tachfine,360000.0,2022-05-31,4,60,1,Hay Izdihar,33.9811039,-6.8845328,0,0,0,1,0,5
5232,شقة للبيع,470000.0,2022-05-31,2,60,1,Sala el Jadida,33.9990238,-6.7428594,0,1,0,0,0,5
5233,Appartement en Vente à Marrakech,410000.0,2022-05-31,2,68,1,Azzouzia,31.6849361,-8.0619515,0,0,0,1,0,5
5234,appartement moyen standing,750000.0,2022-05-31,2,79,1,Ben M'sick,33.5542611,-7.5813658,0,0,0,1,0,5
5235,Appartement à Kénitra,666000.0,2022-05-31,1,90,1,Val Fleury,-22.120361,166.4317837,0,0,0,1,0,5
5236,Appartement à Temara,650000.0,2022-05-31,0,60,1,Wifak,33.8947254,-5.579994,0,0,0,0,1,5
5237,شقة ,330000.0,2022-05-31,3,50,1,Sidi Moumen,33.5843834,-7.5072051,0,0,0,1,0,5
5238,Appartement à Tanger,690000.0,2022-05-31,8,61,1,Mesnana,35.7564316,-5.858300021901263,0,0,0,0,1,5
5239,Appartement à Salé Bettana,650000.0,2022-05-31,2,68,1,Bettana,34.02045565,-6.791400626157115,0,1,0,0,0,5
5240,شقة,570000.0,2022-05-31,1,60,1,Hay Mohammadi,33.5841444,-7.5569559,0,1,0,0,0,5
5241,شقة ,650000.0,2022-05-31,1,65,1,Assaka,30.2263755,-7.9596714,0,0,0,0,1,5
5242,Appartement en Vente à Salé,890000.0,2022-05-31,1,81,1,Bettana,34.02045565,-6.791400626157115,0,0,0,1,0,5
5243,تجزئة الفضل قرب مسجد التآخي ستار سكن المرجة,330000.0,2022-05-31,2,70,1,Ben Souda,34.0068845,-5.067669233770365,0,0,0,0,1,5
5244,Appartement à Rabat,2140000.0,2022-05-31,0,126,1,Hay el Fath,33.83343285,-7.058241834997598,0,0,0,0,1,5
5245,Appartement en Vente à Tabriquet. Salé ,440000.0,2022-05-31,4,65,1,Tabriquet,34.0426095,-6.8071038,0,1,0,0,0,5
5246,Appartement a Hay Mohammadi,860000.0,2022-05-31,2,107,1,Hay Mohammadi,33.5841444,-7.5569559,0,0,0,1,0,5
5247,appartement ,300000.0,2022-05-31,1,70,1,Ben Souda,34.0068845,-5.067669233770365,0,0,0,0,1,5
5248,Appartement non meublée ,900000.0,2022-05-31,5,71,1,Majorelle,51.4557288,-2.620880396188733,0,0,0,0,1,5
5249,Appartement ,360000.0,2022-05-31,1,82,1,Hay Lazaret,34.6838082,-1.8780426,0,0,0,0,1,5
5250,Bel appartement quartier Racine RDC,2250000.0,2022-05-31,0,130,2,Racine,42.7260523,-87.7825242,0,0,0,1,0,5
5251,Appartement en Vente à Tanger,700000.0,2022-05-31,2,90,3,Draoua,32.0729418,-7.3689955,0,0,1,0,0,5
5252,Appartement en Vente à Kénitra - Bassatine ,380000.0,2022-05-31,2,69,2,Fouarate,33.5797024,-7.5609031,0,0,0,0,1,5
5253,شقة مجهزة ومفرشة 102 متر,660000.0,2022-05-31,1,90,1,M'Hamid,29.825359,-5.721689,0,0,0,0,1,5
5254,Appartement 161m2 en Vente à Harhoura ,1950000.0,2022-05-31,0,161,2,Harhoura,33.914435,-6.9702597,0,1,0,0,0,5
5255,Appartement en Vente à Meknès,620000.0,2022-05-31,2,118,2,Riad Toulal,33.8960002,-5.5985156,0,0,0,1,0,5
5256,Appartement de 90 m² en Vente à 2 Mars-Casablanca,2000000.0,2022-05-31,3,90,1,2 Mars,36.83747145,10.101498375786042,0,0,0,1,0,5
5257,STUDIO A VENDRE,390000.0,2022-05-31,4,44,1,Hay Izdihar,33.9811039,-6.8845328,0,0,0,1,0,5
5258,Studio en Plein Centre de Rabat,150000.0,2022-05-31,3,30,1,Médina de Rabat,13.0685999,-13.7115429,0,0,1,0,0,5
5259,Appartement en Vente à Casablanca,600000.0,2022-05-31,4,56,1,Maarif,35.3750725,4.2721827,0,0,1,0,0,5
5260,Appart 110m² a vendre au centre ville Mohammedia,1040000.0,2022-05-31,4,110,1,Hay Essalama,36.78648875,10.1137364679065,0,1,0,0,0,5
5261,Appartement en Vente à Casablanca,1200000.0,2022-05-31,2,80,1,Derb Ghallef,33.57061365,-7.630056953049269,0,0,0,1,0,5
5262,Appartement,1800000.0,2022-05-31,1,113,2,Belvédère,44.0152334,7.3198676,0,1,0,0,0,5
5263, شقة للبيع أبواب مراكش 65 متر ,420000.0,2022-05-31,1,65,1,Les Portes de Marrakech,31.6491388,-8.0385605,0,0,0,0,1,5
5264,Bel appartement à Dyar Al Manzah Prestige Oulfa,1110000.0,2022-05-31,3,101,2,Oulfa,33.5512214,-7.6843485,1,0,0,0,0,5
5265,Appartement en Vente à Temara,800000.0,2022-05-31,1,90,2,Lazrak,16.9114534,6.4664592,0,0,0,1,0,5
5266,Appartement 1er étage Hay Nassim 1 ,1320000.0,2022-05-31,1,114,3,Sidi Maarouf,36.6400065,6.2741706,0,0,0,1,0,5
5267,apparemment a vendre,580000.0,2022-05-31,6,62,1,La Ville Haute,34.2609146,-6.5902809,1,0,0,0,0,5
5268,Appartement à Hay Chrifa Casablanca,1200000.0,2022-05-31,3,97,1,Aïn Chock,33.5362148,-7.6156977,0,1,0,0,0,5
5269,vente maison ,280000.0,2022-05-31,1,96,1,Ouled Tayeb,33.959838,-4.99562,1,0,0,0,0,5
5270,Appartement à vendre ,470000.0,2022-05-31,1,61,1,Anfa,33.5926317,-7.6721766,1,0,0,0,0,5
5271,appartement,360000.0,2022-05-31,1,55,1,Es Saada,36.79934005,10.14921065189649,0,1,0,0,0,5
5272,Appartement à vendre idéal pour un bureau ,580000.0,2022-05-31,1,68,1,Hay Hassani,33.5670464,-7.6784886,0,1,0,0,0,5
5273,Appartement en Vente à Temara,500000.0,2022-05-31,1,71,1,Skikina,33.9107361,-6.9322297,0,1,0,0,0,5
5274,Appartement en Vente à Tanger,1100000.0,2022-05-31,1,147,2,Bel Air - Val fleuri,47.7098441,-0.9913871,0,1,0,0,0,5
5275,appartement à vendre à Marrakech ,1050000.0,2022-05-31,3,104,2,Centre Ville,48.9089508,2.2909920324748017,0,0,0,1,0,5
5276,appartement à vendre,630000.0,2022-05-31,1,60,1,Abattoirs,45.5079433,4.857215,1,0,0,0,0,5
5277,Appartement en Vente à Salé,240000.0,2022-05-31,1,50,1,El Qaria,33.1284472,35.3888316,0,0,0,1,0,5
5278,شقق فاخرة للبيع,550000.0,2022-05-31,7,100,1,Marjane 2,35.1223661,-2.9259893,0,0,0,0,1,5
5279,Appartement ,680000.0,2022-05-31,1,85,1,Hay El Qods,34.0528166,-6.8041346,0,0,0,0,1,5
5280,Appartement en Vente à Fès,570000.0,2022-05-31,1,120,2,Fes Jdid,34.05414415,-4.994585123334604,0,0,0,0,1,5
5281,appart meslouha azhar oulfa 4 eme étage,340000.0,2022-05-31,4,53,1,Oulfa,33.5512214,-7.6843485,1,0,0,0,0,5
5282,Appartement en Vente à Casablanca,350000.0,2022-05-31,1,49,1,Oulfa,33.5512214,-7.6843485,0,1,0,0,0,5
5283,Appartement en Vente à Kénitra,1100000.0,2022-05-31,1,136,3,Maamora,36.0331234,3.5514666,0,0,0,1,0,5
5284,Appartement en Vente à Marrakech,390000.0,2022-05-31,3,58,1,Mabrouka,14.9208624,33.4502341,0,0,0,1,0,5
5285,منزل,190000.0,2022-05-31,2,55,1,Zouagha,36.6575,9.074679115595616,0,0,0,1,0,5
5286,Appartement en Vente à Fès,760000.0,2022-05-31,3,200,3,Hay Saada,36.1508419,1.3392473,0,1,0,0,0,5
5287,Appartement en Vente à Salé,1005000.0,2022-05-31,1,110,1,Sidi Hajji,34.7052104,11.203007829875114,0,1,0,0,0,5
5288,Appartement en Vente à Meknès,200000.0,2022-05-31,1,52,1,Wislane,53.4897582,18.743952985681613,0,0,0,1,0,5
5289,Appartement en Vente à Kénitra,560000.0,2022-05-31,4,85,1,El Haddada,21.267315,-13.611894,0,0,0,0,1,5
5290,Appartement en Vente à Casablanca,360000.0,2022-05-31,4,58,1,Aïn Sebaâ,33.6059943,-7.5387936,0,0,0,1,0,5
5291,شقة ,290000.0,2022-05-31,0,60,1,Hassania 2,33.5593528,-7.5823784,0,1,0,0,0,5
5292,Appartement en Vente à moulay youssef,1400000.0,2022-05-31,5,128,1,Moulay Youssef,33.5482409,-7.4887073,1,0,0,0,0,5
5293,Appartement ,650000.0,2022-05-31,4,70,1,Wifak,33.8947254,-5.579994,0,0,0,0,1,5
5294,Appartement en Vente à Casablanca,540000.0,2022-05-31,1,75,1,Hay Moulay Rachid 2,34.931406,-2.3376286,0,0,0,1,0,5
5295,Appartement,540000.0,2022-05-31,1,60,1,El Haddada,21.267315,-13.611894,1,0,0,0,0,5
5296,Appartement en vente à BD moulay Abdelaziz KENITRA,620000.0,2022-05-31,8,70,1,Maamora,36.0331234,3.5514666,0,0,0,1,0,5
5297,appartement neuf terrasse à coté mall carré eden,740000.0,2022-05-31,1,37,1,Guéliz,31.6321881,-8.0108135,0,0,0,0,1,5
5298,appartement en vente bd mly ismail ,900000.0,2022-05-31,1,80,1,Quartier des Hôpitaux,48.896115300000005,2.173397970396393,0,1,0,0,0,5
5299,Appartement meublé 82m2 Californie,1300000.0,2022-05-31,2,82,1,Californie,36.7014631,-118.755997,0,1,0,0,0,5
